CountryName,CountryCode,Year,Total Population,Urban population (% of total)
Czech Republic,CZE,1969,9896580.0,63.93
Denmark,DNK,1969,4891860.0,79.222
Djibouti,DJI,1969,149891.0,60.663999999999994
Dominica,DMA,1969,70212.0,38.448
Dominican Republic,DOM,1969,4376056.0,39.147
Ecuador,ECU,1969,5899842.0,38.744
"Egypt, Arab Rep.",EGY,1969,34038147.0,41.117
El Salvador,SLV,1969,3572667.0,39.303000000000004
Equatorial Guinea,GNQ,1969,292014.0,26.863000000000003
Eritrea,ERI,1969,1758668.0,12.427
Estonia,EST,1969,1345249.0,64.307
Ethiopia,ETH,1969,27653622.0,8.422
Faeroe Islands,FRO,1969,38164.0,27.524
Fiji,FJI,1969,509659.0,34.371
